# naive_pinyin dict v1
# sources: rime-ice(8105/base/ext/others)
a	啊:853,阿:753,吖:660,锕:274,腌:38
guo men er	过门儿:325
guo meng	过猛:563
guo mi	国密:418,过密:358
guo mian	国棉:325
guo miao	果苗:273
guo min	国民:664,过敏:576
guo min da hui	国民大会:292
guo min dai yu	国民待遇:336
guo min dang	国民党:694
guo min fan ying	过敏反应:351
guo min ge ming	国民革命:294
guo min ge ming jun	国民革命军:518
guo min jiao yu	国民教育:342
guo min jing ji	国民经济:680
guo min jing ji fa zhan	国民经济发展:584
guo min sheng chan zong zhi	国民生产总值:598
guo min shi	过敏史:304
guo min shou ru	国民收入:496
guo min su zhi	国民素质:328
guo min xing	过敏性:489,国民性:378
guo min xing pi yan	过敏性皮炎:519
guo min yi hui	国民议会:312
guo min yuan	过敏原:381
guo min zhe	过敏者:327
guo min zheng	过敏症:375
guo min zheng fu	国民政府:564
guo min zheng zhuang	过敏症状:502
guo ming	过命:484,国名:424
guo mo	国模:418
guo mo ruo	郭沫若:502
guo mu	过目:476,果木:394,国母:340
guo mu bu wang	过目不忘:394
guo nan	国男:484,国难:412
guo nei	国内:736,锅内:626
guo nei chan ye	国内产业:574
guo nei chang jia	国内厂家:485
guo nei chang shang	国内厂商:544
guo nei chang tu	国内长途:330
guo nei dian xin	国内电信:478
guo nei fa	国内法:436
guo nei fa xing	国内发行:512
guo nei gang cai	国内钢材:518
guo nei gong si	国内公司:513
guo nei guo ji	国内国际:593
guo nei hang ban	国内航班:503
guo nei hang xian	国内航线:320
guo nei ji piao	国内机票:335
guo nei jia ge	国内价格:503
guo nei kan hao	国内刊号:547
guo nei kong bai	国内空白:536
guo nei kuai di	国内快递:528
guo nei lv you	国内旅游:619
guo nei mao yi	国内贸易:329
guo nei mei ti	国内媒体:518
guo nei pin pai	国内品牌:567
guo nei qi che	国内汽车:338
guo nei qi ye	国内企业:676
guo nei quan wei	国内权威:481
guo nei shang ye	国内商业:518
guo nei sheng chan	国内生产:584
guo nei sheng chan zong zhi	国内生产总值:652
guo nei shi chang	国内市场:694
guo nei shou chuang	国内首创:326
guo nei tong hang	国内同行:517
guo nei tong yi	国内统一:587
guo nei tou zi	国内投资:525
guo nei wai	国内外:666
guo nei wai shi chang	国内外市场:598
guo nei wai zhi ming	国内外知名:567
guo nei wang luo	国内网络:518
guo nei xian jin shui ping	国内先进水平:544
guo nei xiao shou	国内销售:565
guo nei xin wen	国内新闻:306
guo nei xing shi	国内形势:294
guo nei xu qiu	国内需求:561
guo nei yin hang	国内银行:563
guo nei yong hu	国内用户:538
guo nei you	国内游:316
guo nei you ke	国内游客:510
guo nei zheng zhi	国内政治:499
guo nei zhi ming	国内知名:629
guo nei zhu ming	国内著名:588
guo nei zui da	国内最大:626
guo nei zui hao	国内最好:499
guo neng	国能:370
guo neng ji tuan	国能集团:562
guo ni	果泥:455,过腻:387
guo ni he	过拟合:506
guo nian	过年:598
guo nian le	过年了:549
guo nian lei	过年嘞:555
guo niao	国鸟:271
guo nong	果农:418,过浓:302
guo nv	国女:484
guo pai	过牌:418
guo pan	果盘:386
guo pang	过胖:471
guo pi	果皮:466
guo pi xiang	果皮箱:306
guo pin	果品:522,过频:519
guo ping	国乒:549
guo qi	过期:534,国旗:519,国企:483,果期:404,国器:397,锅气:388,过气:325,国戚:288
guo qi de	过期的:549
guo qi gai ge	国企改革:349
guo qi gai zhi	国企改制:521
guo qi le	过期了:572
guo qi shi jian	过期时间:567
guo qi zhi shu	国企指数:484
guo qian	过浅:418,过谦:273
guo qiang	过强:332,国强:292
guo qiao	过桥:468
guo qiao fei	过桥费:292
guo qiao mi xian	过桥米线:380
guo qie	果切:484
guo qing	国情:602,国庆:526,国清:513
guo qing chang jia	国庆长假:525
guo qing dui	国青队:386
guo qing jiao yu	国情教育:292
guo qing jie	国庆节:524
guo qing ri	国庆日:440
guo qiu	国球:311
guo qu	过去:748,国区:418
guo qu ba	过去吧:525
guo qu de shi	过去的事:565
guo qu fen ci	过去分词:312
guo qu he xian zai	过去和现在:514
guo qu le	过去了:721
guo qu shi	过去时:530
guo quan	国权:370
guo ran	果然:690
guo ran ru ci	果然如此:384
guo ran shi	果然是:649
guo ran you	果然有:553
guo ran zai	果然在:529
guo re	过热:514
guo ren	国人:595,过人:546,果仁:416
guo ren zhi chu	过人之处:326
guo ri zi	过日子:530
guo rong	国容:378
guo rou	果肉:470
guo ru	果如:475
guo ruo	果若:371
guo sai	国赛:466
guo sang	国丧:238
guo se	国色:330
guo se tian xiang	国色天香:366
guo shai	过筛:344
guo shan che	过山车:400
guo shang	裹上:519,过上:517,国殇:335
guo shao	过少:587,锅烧:498
guo shen	过深:548,过审:542,过甚:475
guo shen qi ci	过甚其词:325
guo sheng	过剩:574,过盛:296
guo sheng ri	过生日:367
guo shi	果实:594,国师:544,过时:542,过失:536,国事:512,过世:478,国势:472,国史:434,过湿:411,国士:366,国是:346,裹尸:248
guo shi de	果实的:541
guo shi fan zui	过失犯罪:301
guo shi fang wen	国事访问:442
guo shi le	过时了:563
guo shou	过手:432,过熟:418,国手:416,过寿:376
guo shu	果树:572,果蔬:526,过熟:454,国书:408,国术:356,国树:272
guo shu zhi	果蔬汁:300
guo shui	国税:452,过水:326
guo shui fa	国税发:359
guo shui han	国税函:341
guo shui ju	国税局:476
guo shui zong ju	国税总局:536
guo song	过松:486
guo su	过速:414
guo suan	果酸:372
guo sui	果穗:362
guo tai	国泰:468,锅台:367
guo tai ban	国台办:426
guo tai gu fen	国泰股份:562
guo tai jun an	国泰君安:347
guo tai min an	国泰民安:454
guo tai ming	郭台铭:308
guo tang	果糖:436,锅汤:357,过堂:354
guo ti	国体:424
guo tian	过天:256
guo tie	锅贴:346
guo ting	过厅:288
guo tong guan ye	国通管业:562
guo tou	过头:506,国投:420
guo tu	国土:632
guo tu bu	国土部:486
guo tu ju	国土局:398
guo tu mian ji	国土面积:334
guo tu zi yuan	国土资源:396
guo tu zi yuan bu	国土资源部:462
guo tu zi yuan guan li	国土资源管理:524
guo tu zi yuan ju	国土资源局:642
guo tui	裹腿:300
guo wai	国外:692
guo wai chan pin	国外产品:535
guo wai gong si	国外公司:535
guo wai jin kou	国外进口:573
guo wai jing yan	国外经验:296
guo wai ke hu	国外客户:540
guo wai mei ti	国外媒体:577
guo wai pin pai	国外品牌:338
guo wai qi che	国外汽车:479
guo wai qi ye	国外企业:603
guo wai ruan jian	国外软件:390
guo wai shi chang	国外市场:342
guo wai tong hang	国外同行:484
guo wai tou zi	国外投资:480
guo wai wang zhan	国外网站:531
guo wai zhi ming	国外知名:523
guo wan	过万:533,过完:344,过弯:337,过晚:308
guo wan nian	过完年:478
guo wan piao pen	锅碗瓢盆:363
guo wang	国王:665,过往:562,国网:509,过网:493,过望:256
guo wang bei	国王杯:290
guo wang che liang	过往车辆:525
guo wang dui	国王队:290
guo wang xing ren	过往行人:300
guo wei	果味:375
guo wen	过问:502,国文:378
guo wo	过我:549
guo wu	国五:514,国务:512,果无:296,过午:268
guo wu qing	国务卿:496
guo wu wei yuan	国务委员:570
guo wu yuan	国务院:744
guo wu yuan ban gong ting	国务院办公厅:477
guo wu yuan ban gong ting zhuan fa	国务院办公厅转发:574
guo wu yuan fa bu	国务院发布:587
guo wu yuan fa zhan yan jiu zhong xin	国务院发展研究中心:438
guo wu yuan fa zhi ban	国务院法制办:370
guo wu yuan fu zong li	国务院副总理:608
guo wu yuan ge bu men	国务院各部门:542
guo wu yuan guo zi wei	国务院国资委:561
guo wu yuan ling	国务院令:516
guo wu yuan pi zhun	国务院批准:631
guo wu yuan tai wan shi wu ban gong shi	国务院台湾事务办公室:324
guo wu yuan xin wen ban gong shi	国务院新闻办公室:423
guo wu yuan xue wei wei yuan hui	国务院学位委员会:426
guo wu yuan zong li	国务院总理:627
guo xi	过稀:430,国戏:394,过细:388,国玺:322,过膝:292
guo xian	过线:260
guo xian sheng	郭先生:350
guo xiang	郭襄:554,国香:470,果香:384,果乡:236
guo xiang gu fen	国祥股份:562
guo xiao	过小:619,国小:320
guo xie	裹挟:408,裹胁:315
guo xin	国信:434,果心:282,过心:256
guo xin nian	过新年:514
guo xin zheng quan	国信证券:581
guo xing	国兴:296
guo xiong	裹胸:549
guo xue	国学:488
guo xue da shi	国学大师:515
guo ya	过压:532
guo ya bao hu	过压保护:493
guo yan	过严:489,过眼:392,国宴:384
guo yan yan yun	过眼烟云:344
guo yan yun yan	过眼云烟:370
guo yang	过氧:346
guo yang hua	过氧化:383
guo yang hua qing	过氧化氢:412
guo yang hua wu	过氧化物:413
guo yang yi suan	过氧乙酸:340
guo yao	国药:457
guo yao ke ji	国药科技:562
guo yao zhun zi	国药准字:392
guo ye	过夜:507,果业:339
guo ye de	过夜的:481
guo yi	过亿:549,过意:280
guo yi bu qu	过意不去:470
guo yi hui	过一会:527
guo yi hui er	过一会儿:540
guo yi tian	过一天:527
guo yin	果饮:514,过瘾:498
guo ying	国营:552,过硬:542,果蝇:398
guo ying qi ye	国营企业:480
guo you	国有:678,过油:304
guo you bu ji	过犹不及:378
guo you cai chan	国有财产:302
guo you chan quan	国有产权:362
guo you chan quan zhuan rang	国有产权转让:541
guo you du zi	国有独资:581
guo you du zi gong si	国有独资公司:586
guo you du zi qi ye	国有独资企业:524
guo you gong si	国有公司:558
guo you gu	国有股:512
guo you gu jian chi	国有股减持:593
guo you gu quan	国有股权:558
guo you hua	国有化:450
guo you jing ji	国有经济:360
guo you qi ye	国有企业:425
guo you qi ye gai ge	国有企业改革:619
guo you qi ye gai zhi	国有企业改制:554
guo you shang ye yin hang	国有商业银行:613
guo you tu di	国有土地:367
guo you tu di shi yong quan	国有土地使用权:655
guo you yin hang	国有银行:349
guo you zi ben	国有资本:360
guo you zi chan	国有资产:418
guo you zi chan bao zhi zeng zhi	国有资产保值增值:536
guo you zi chan guan li	国有资产管理:600
guo you zi chan jing ying	国有资产经营:520
guo you zi chan liu shi	国有资产流失:583
guo yu	过于:654,国语:582,过誉:268
guo yu ban	国语版:294
guo yu cheng du	国语程度:506
guo yu guo	国与国:322
guo yu zhuan ji	国语专辑:326
guo yuan	果园:539,过远:472
guo yue	国乐:360
guo yun	国运:434
guo zai	裹在:553,过载:448
guo zai bao hu	过载保护:528
guo zang	国葬:294
guo zao	过早:573,聒噪:404,锅灶:377
guo zao de	过早地:336
guo zei	国贼:435
guo zha	果渣:396
guo zhai	国债:572,过窄:296
guo zhai hui gou	国债回购:513
guo zhai xiang mu	国债项目:532
guo zhai zi jin	国债资金:325
guo zhan	国战:484,过站:321,国展:267
guo zhan zhong xin	国展中心:482
guo zhang	过账:264,国丈:260
guo zhao	过招:492
guo zhao er	过招儿:549
guo zhe	过着:678,裹着:593
guo zhen	果真:546
guo zhen ru ci	果真如此:323
guo zhen shi	果真是:537
guo zheng	国政:472
guo zhi	果汁:530,国治:479,果枝:304
guo zhi he	果汁盒:484
guo zhi yin liao	果汁饮料:575
guo zhong	锅中:624,过重:513,国中:354
guo zhu	裹住:330
guo zhuang	锅庄:312
guo zi	果子:532,国资:449,馃子:418,锅子:415,国字:296
guo zi hao	国字号:374
guo zi jian	国子监:460
guo zi li	果子狸:388
guo zi lu	果子露:325
guo zi wei	国资委:524
guo zi yi	郭子仪:399
guo zu	过足:522,国足:321,裹足:310
guo zu bu qian	裹足不前:364
guo zuo	国祚:426
ha	哈:754,蛤:506,铪:225
ha ba	哈巴:325
ha ba gou	哈巴狗:352
ha bei ma si	哈贝马斯:322
ha bi	哈比:497
ha bo	哈勃:418
ha chu	哈出:422
ha ci gu fen	哈慈股份:562
ha da	哈达:486
ha di si	哈迪斯:306
ha er	哈尔:344
ha er bin	哈尔滨:632
ha er bin gong cheng da xue	哈尔滨工程大学:343
ha er bin gong ye da xue	哈尔滨工业大学:444
ha er bin shi	哈尔滨市:525
ha er bin yi ke da xue	哈尔滨医科大学:511
ha fei gu fen	哈飞股份:562
ha fo	哈佛:509
ha fo da xue	哈佛大学:514
ha fo shang xue yuan	哈佛商学院:354
ha gen da si	哈根达斯:360
ha gong da	哈工大:431
ha ha	哈哈:666,蛤蛤:451
ha ha da xiao	哈哈大笑:598
ha ha ha	哈哈哈:538
ha ha ha ha	哈哈哈哈:370
ha ha ha ha ha	哈哈哈哈哈:568
ha ha ha ha ha ha	哈哈哈哈哈哈:573
ha ha ha ha ha ha ha	哈哈哈哈哈哈哈:603
ha ha xiao	哈哈笑:294
ha han	哈韩:517
ha kong tiao	哈空调:562
ha la	哈拉:434,哈喇:312
ha le	哈了:497
ha lei	哈雷:551
ha li	哈利:378
ha li sen	哈里森:394
ha li si	哈里斯:396
ha lou	哈喽:549
ha lou a	哈喽啊:549
ha lou ya	哈楼呀:549
ha luo	哈啰:260
ha luo de	哈罗德:375
ha ma	蛤蟆:504
ha ma si	哈马斯:428
ha mi	哈密:426
ha mi gua	哈密瓜:404
ha mi shi	哈密市:328
ha mu lei te	哈姆雷特:446
ha na si	哈纳斯:279
ha ni	哈尼:432
ha ni zu	哈尼族:502
ha pi	哈皮:484,哈啤:418
ha qi	哈气:332
ha qian	哈欠:446
ha ren	哈人:484
ha ri	哈日:303
ha sa ke	哈萨克:505
ha sa ke si tan	哈萨克斯坦:525
ha sa ke zu	哈萨克族:476
ha shi	哈市:429
ha shi qi	哈士奇:326
ha si	蛤丝:608
ha te	哈特:469
ha te man	哈特曼:317
ha wa na	哈瓦那:428
ha xi	哈希:300
ha xi suan fa	哈希算法:496
ha yao	哈药:505,哈腰:324
ha ye ke	哈耶克:390
ha yi da	哈医大:335
ha zhan	哈站:257
hai	还:866,海:777,孩:773,害:744,骇:603,嗨:550,骸:524,亥:517,咳:386,嗐:336,氦:319,醢:275,胲:234,咍:38
hai ai	还爱:536
hai an	海岸:613
hai an dai	海岸带:393
hai an pao	海岸炮:549
hai an xian	海岸线:538,海安县:347
hai ba	海拔:682,还把:660
hai ba gao du	海拔高度:336
hai bang	还帮:549,海蚌:418
hai bao	海报:548,海豹:486
hai bao kuo	还包括:702
hai bao she ji	海报设计:318
hai bei	还被:660,还背:462,海北:410,海贝:366
hai ben	还笨:403
hai bi jiao	还比较:644
hai bi xu	还必须:690
hai bian	海边:568,还编:475
hai bian de	海边的:576
hai bin	海滨:564
hai bin cheng shi	海滨城市:557
hai bin yu chang	海滨浴场:321
hai bing	海冰:477,害病:372
hai bo	海波:421
hai bu	还不:775
hai bu ceng	还不曾:499
hai bu cheng	还不成:486
hai bu cuo	还不错:688
hai bu da	还不大:516
hai bu dao	还不到:641
hai bu duo	还不多:533
hai bu gao	还不高:523
hai bu gou	还不够:685
hai bu hao	还不好:498
hai bu hui	还不会:582
hai bu jian	还不见:504
hai bu neng	还不能:681
hai bu qing chu	还不清楚:563
hai bu ru	还不如:687
hai bu shi	还不是:698
hai bu shi ying	还不适应:490
hai bu suan	还不算:580
hai bu wan shan	还不完善:534
hai bu xia ban a	还不下班啊:562
hai bu xing	还不行:579
hai bu yi ding	还不一定:509
hai bu zhi	还不知:515,还不止:506
hai bu zhi dao	还不知道:652
hai cai	还猜:387,海菜:276
hai can	还惨:448
hai cang	还藏:418
hai cang qu	海沧区:366
hai cao	海草:356,海槽:256
hai ceng	还曾:614
hai cha	还差:629
hai chan	海产:504
hai chan pin	海产品:442
hai chang	还常:558,还长:556,还唱:448
hai chang chang	还常常:544
hai chang zi	海肠子:549
hai chao	海潮:474,还吵:248
hai cheng	还成:596,还称:555,海城:394
hai cheng shi	海城市:357
hai chi	还吃:549
hai chong	害虫:548,还冲:448
hai chu	还出:620,害处:432
hai chu zai	还处在:588
hai chuan	海川:541,还穿:520,海船:446
hai chuan zhe	还穿着:508
hai chuang	海床:355
hai cong	还从:617
hai cun zai	还存在:684
hai da	还大:609,还打:591
hai dai	还带:634,海带:518,还戴:454,还待:418
hai dai zhe	还带着:586
hai dan	海胆:422
hai dang	还当:549
hai dao	还到:563,海盗:560,海岛:533,还倒:454
hai dao chuan	海盗船:383
hai dao wang	海盗王:316
hai de	害的:512,害得:290
hai de bao	海德堡:467
hai de dao	还得到:496
hai de ge er	海德格尔:409
hai de le	还得了:525
hai de liao	还得了:525
hai dei	还得:724
hai dei dao	还得到:496
hai deng	还等:543
hai deng shen me	还等什么:564
hai deng zhe	还等着:493
hai di	海底:612,还低:541,海地:486,海堤:389
hai di dian lan	海底电缆:494
hai di gong he guo	海地共和国:549
hai di guang lan	海底光缆:567
hai di lao	海底捞:549
hai di shi jie	海底世界:580
hai di sui dao	海底隧道:292
hai di zi yuan	海底资源:547
hai dian	海淀:508
hai dian qu	海淀区:569
hai dian qu bei	海淀区北:497
hai dian yuan	海淀园:297
hai diao	海钓:544
hai die	海蝶:287
hai dong	还懂:485,还动:424
hai dou	还都:586
hai dou shi	还都是:535
hai dui	还对:678
hai duo	还多:633
hai er	孩儿:570,海尔:427
hai er dian nao	海尔电脑:492
hai er ji tuan	海尔集团:410
hai er kong tiao	海尔空调:486
hai fa	还发:612
hai fa xian	还发现:616
hai fan	还烦:422
hai fang	还放:538,海防:508
hai fang zhe	还放着:487
hai fei	海匪:412
hai fei si	海飞丝:300
hai fen	还分:556
hai feng	海风:510,还封:407
hai feng xian	海丰县:328
hai fu	海富:356,还付:262
hai gan	还敢:610
hai gang	海港:530
hai gang qu	海港区:296
hai gao	还高:590
hai gao su	还告诉:581
hai ge	嗨歌:484
hai gei	还给:542
hai gen	还跟:591
hai gen zhe	还跟着:302
hai geng	还更:481
hai gou	海沟:432,海狗:354,还够:289
hai gu	骸骨:454
hai gua zhe	还挂着:523
hai guai	还怪:459,海怪:292
hai guan	海关:634,还管:518
hai guan fa	海关法:359
hai guan jian guan	海关监管:345
hai guan shou xu	海关手续:541
hai guan tong ji	海关统计:549
hai guan zong shu	海关总署:455
hai gui	还贵:520,海龟:472,海归:364
hai gui pai	海归派:296
hai guo	还过:292,害过:276
hai guo de qu	还过得去:294
hai hai	嗨嗨:480
hai han	还喊:434,海涵:378
hai han you	还含有:603
hai hang	海航:466
hai hao	还好:603
hai hao ba	还好吧:538
hai hao le	还好了:481
hai hao ma	还好吗:562
hai he	还和:620,还喝:597
hai he liu yu	海河流域:486
hai hen	还很:692,还恨:417
hai hen chou	还很丑:535,还很臭:514
hai hen da	还很大:528
hai hen li hai	还很厉害:491
hai hen nan shuo	还很难说:490
hai hen nian qing	还很年轻:481
hai hong	还红:431
hai huai	还坏:418
hai hui	还会:779,还回:523,海会:301
hai hui fa sheng	还会发生:508
hai hui shi	还会是:492
hai hui you	还会有:657
hai hui zai	还会在:571
hai hui zeng jia	还会增加:508
hai hun	海魂:251
hai huo	还获:578,海货:279
hai ji	害己:473,还急:440
hai ji de	还记得:675
hai ji de ma	还记得吗:519
hai ji de wo	还记得我:496
hai jia	还加:607,海岬:447
hai jia za zhe	还夹杂着:498
hai jian	海监:422
hai jiang	还将:751,还讲:519,海疆:388
hai jiang hui	还将会:494
hai jiang ji xu	还将继续:589
hai jiang tui chu	还将推出:524
hai jiang you	还将有:559
hai jiang zai	还将在:597
hai jiao	还叫:583,还教:500,海角:436,海椒:292
